gene_id	gene_name	Ribo_NitrogenMinus_rep1	Ribo_NitrogenMinus_rep2	Ribo_NitrogenPlus_rep1	Ribo_NitrogenPlus_rep2	RNA_NitrogenMinus_rep1	RNA_NitrogenMinus_rep2	RNA_NitrogenPlus_rep1	RNA_NitrogenPlus_rep2
MM_RS00310	MM_RS00310	1095	1095	1095	1095	1095	1095	1095	1095
MM_RS00315	MM_RS00315	249	249	249	249	249	249	249	249
MM_RS00320	MM_RS00320	135	135	135	135	135	135	135	135
MM_RS00325	MM_RS00325	516	516	516	516	516	516	516	516
MM_RS00330	MM_RS00330	1215	1215	1215	1215	1215	1215	1215	1215
MM_RS00335	MM_RS00335	1857	1857	1857	1857	1857	1857	1857	1857
MM_RS00340	MM_RS00340	3009	3009	3009	3009	3009	3009	3009	3009
MM_RS00345	MM_RS00345	1395	1395	1395	1395	1395	1395	1395	1395
MM_RS00350	MM_RS00350	1563	1563	1563	1563	1563	1563	1563	1563
MM_RS00355	MM_RS00355	786	786	786	786	786	786	786	786
MM_RS00360	MM_RS00360	543	543	543	543	543	543	543	543
MM_RS00365	MM_RS00365	519	519	519	519	519	519	519	519
MM_RS00370	MM_RS00370	1488	1488	1488	1488	1488	1488	1488	1488
MM_RS00375	MM_RS00375	555	555	555	555	555	555	555	555
MM_RS00380	MM_RS00380	1185	1185	1185	1185	1185	1185	1185	1185
MM_RS00385	MM_RS00385	261	261	261	261	261	261	261	261
MM_RS00390	MM_RS00390	111	111	111	111	111	111	111	111
MM_RS00395	MM_RS00395	561	561	561	561	561	561	561	561
MM_RS00400	MM_RS00400	564	564	564	564	564	564	564	564
MM_RS00405	MM_RS00405	747	747	747	747	747	747	747	747
MM_RS00410	MM_RS00410	1005	1005	1005	1005	1005	1005	1005	1005
MM_RS00415	MM_RS00415	1212	1212	1212	1212	1212	1212	1212	1212
MM_RS00420	MM_RS00420	129	129	129	129	129	129	129	129
MM_RS00425	MM_RS00425	360	360	360	360	360	360	360	360
MM_RS00430	MM_RS00430	267	267	267	267	267	267	267	267
MM_RS00435	MM_RS00435	384	384	384	384	384	384	384	384
MM_RS00440	MM_RS00440	1371	1371	1371	1371	1371	1371	1371	1371
MM_RS00445	MM_RS00445	726	726	726	726	726	726	726	726
MM_RS00450	MM_RS00450	57.716	57.716	57.716	57.716	57.716	57.716	57.716	57.716
MM_RS00455	MM_RS00455	72.149	72.149	72.149	72.149	72.149	72.149	72.149	72.149
MM_RS00460	MM_RS00460	1020	1020	1020	1020	1020	1020	1020	1020
MM_RS00465	MM_RS00465	999	999	999	999	999	999	999	999
MM_RS00470	MM_RS00470	1308	1308	1308	1308	1308	1308	1308	1308
MM_RS00480	MM_RS00480	582	582	582	582	582	582	582	582
MM_RS00485	MM_RS00485	1119	1119	1119	1119	1119	1119	1119	1119
MM_RS00490	MM_RS00490	831	831	831	831	831	831	831	831
MM_RS00495	MM_RS00495	552	552	552	552	552	552	552	552
MM_RS00505	MM_RS00505	204	204	204	204	204	204	204	204
MM_RS00510	MM_RS00510	639	639	639	639	639	639	639	639
MM_RS00515	MM_RS00515	1038	1038	1038	1038	1038	1038	1038	1038
MM_RS00520	MM_RS00520	90.014	90.014	90.014	90.014	90.014	90.014	90.014	90.014
MM_RS00525	MM_RS00525	255	255	255	255	255	255	255	255
MM_RS00530	MM_RS00530	567	567	567	567	567	567	567	567
MM_RS00535	MM_RS00535	252	252	252	252	252	252	252	252
MM_RS00540	MM_RS00540	1041	1041	1041	1041	1041	1041	1041	1041
MM_RS00545	MM_RS00545	240	240	240	240	240	240	240	240
MM_RS00550	MM_RS00550	825	825	825	825	825	825	825	825
MM_RS00555	MM_RS00555	198	198	198	198	198	198	198	198
MM_RS00560	MM_RS00560	1086	1086	1086	1086	1086	1086	1086	1086
MM_RS00565	MM_RS00565	276	276	276	276	276	276	276	276
MM_RS00570	MM_RS00570	1167	1167	1167	1167	1167	1167	1167	1167
MM_RS00575	MM_RS00575	1251	1251	1251	1251	1251	1251	1251	1251
MM_RS00580	MM_RS00580	285	285	285	285	285	285	285	285
MM_RS00585	MM_RS00585	39.703	39.703	39.703	39.703	39.703	39.703	39.703	39.703
MM_RS00590	MM_RS00590	435	435	435	435	435	435	435	435
MM_RS00595	MM_RS00595	66.291	66.291	66.291	66.291	66.291	66.291	66.291	66.291
MM_RS00600	MM_RS00600	1455	1455	1455	1455	1455	1455	1455	1455
MM_RS00605	MM_RS00605	615	615	615	615	615	615	615	615
MM_RS00610	MM_RS00610	37.467	37.467	37.467	37.467	37.467	37.467	37.467	37.467
MM_RS00615	MM_RS00615	1725	1725	1725	1725	1725	1725	1725	1725
MM_RS00620	MM_RS00620	393	393	393	393	393	393	393	393
MM_RS00625	MM_RS00625	312	312	312	312	312	312	312	312
MM_RS00630	MM_RS00630	789	789	789	789	789	789	789	789
MM_RS00635	MM_RS00635	297	297	297	297	297	297	297	297
MM_RS00640	MM_RS00640	1161	1161	1161	1161	1161	1161	1161	1161
MM_RS00645	MM_RS00645	1191	1191	1191	1191	1191	1191	1191	1191
MM_RS00650	MM_RS00650	1920	1920	1920	1920	1920	1920	1920	1920
MM_RS00655	MM_RS00655	615	615	615	615	615	615	615	615
MM_RS00660	MM_RS00660	291	291	291	291	291	291	291	291
MM_RS00665	MM_RS00665	621	621	621	621	621	621	621	621
MM_RS00670	MM_RS00670	60.538	60.538	60.538	60.538	60.538	60.538	60.538	60.538
MM_RS00675	MM_RS00675	309	309	309	309	309	309	309	309
MM_RS00680	MM_RS00680	1101	1101	1101	1101	1101	1101	1101	1101
MM_RS00685	MM_RS00685	1008	1008	1008	1008	1008	1008	1008	1008
MM_RS00690	MM_RS00690	1167	1167	1167	1167	1167	1167	1167	1167
MM_RS00695	MM_RS00695	459	459	459	459	459	459	459	459
MM_RS00700	MM_RS00700	2.953	2.953	2.953	2.953	2.953	2.953	2.953	2.953
MM_RS00705	MM_RS00705	2.971	2.971	2.971	2.971	2.971	2.971	2.971	2.971
MM_RS00710	MM_RS00710	2.918	2.918	2.918	2.918	2.918	2.918	2.918	2.918
MM_RS00715	MM_RS00715	2.953	2.953	2.953	2.953	2.953	2.953	2.953	2.953
MM_RS00720	MM_RS00720	2.971	2.971	2.971	2.971	2.971	2.971	2.971	2.971
MM_RS00725	MM_RS00725	2.918	2.918	2.918	2.918	2.918	2.918	2.918	2.918
MM_RS00730	MM_RS00730	63.398	63.398	63.398	63.398	63.398	63.398	63.398	63.398
MM_RS00740	MM_RS00740	246	246	246	246	246	246	246	246
MM_RS00745	MM_RS00745	912	912	912	912	912	912	912	912
MM_RS00750	MM_RS00750	840	840	840	840	840	840	840	840
MM_RS00755	MM_RS00755	399	399	399	399	399	399	399	399
MM_RS00760	MM_RS00760	414	414	414	414	414	414	414	414
MM_RS00765	MM_RS00765	162	162	162	162	162	162	162	162
MM_RS00770	MM_RS00770	1152	1152	1152	1152	1152	1152	1152	1152
MM_RS00775	MM_RS00775	759	759	759	759	759	759	759	759
MM_RS00780	MM_RS00780	3.164	3.164	3.164	3.164	3.164	3.164	3.164	3.164
MM_RS00785	MM_RS00785	636	636	636	636	636	636	636	636
MM_RS00790	MM_RS00790	516	516	516	516	516	516	516	516
MM_RS00795	MM_RS00795	648	648	648	648	648	648	648	648
MM_RS00800	MM_RS00800	63.398	63.398	63.398	63.398	63.398	63.398	63.398	63.398
MM_RS00805	MM_RS00805	714	714	714	714	714	714	714	714
MM_RS00815	MM_RS00815	1773	1773	1773	1773	1773	1773	1773	1773
MM_RS00820	MM_RS00820	37.467	37.467	37.467	37.467	37.467	37.467	37.467	37.467
MM_RS00825	MM_RS00825	987	987	987	987	987	987	987	987
MM_RS00830	MM_RS00830	423	423	423	423	423	423	423	423
MM_RS00835	MM_RS00835	3489	3489	3489	3489	3489	3489	3489	3489
MM_RS00840	MM_RS00840	2190	2190	2190	2190	2190	2190	2190	2190
MM_RS00845	MM_RS00845	3348	3348	3348	3348	3348	3348	3348	3348
MM_RS00850	MM_RS00850	24.731	24.731	24.731	24.731	24.731	24.731	24.731	24.731
MM_RS00855	MM_RS00855	513	513	513	513	513	513	513	513
MM_RS00860	MM_RS00860	339	339	339	339	339	339	339	339
MM_RS00865	MM_RS00865	780	780	780	780	780	780	780	780
MM_RS00870	MM_RS00870	78.072	78.072	78.072	78.072	78.072	78.072	78.072	78.072
MM_RS00880	MM_RS00880	1236	1236	1236	1236	1236	1236	1236	1236
MM_RS00885	MM_RS00885	2553	2553	2553	2553	2553	2553	2553	2553
MM_RS00890	MM_RS00890	1899	1899	1899	1899	1899	1899	1899	1899
MM_RS00895	MM_RS00895	171	171	171	171	171	171	171	171
MM_RS00900	MM_RS00900	1299	1299	1299	1299	1299	1299	1299	1299
MM_RS00905	MM_RS00905	942	942	942	942	942	942	942	942
MM_RS00910	MM_RS00910	4605	4605	4605	4605	4605	4605	4605	4605
MM_RS00915	MM_RS00915	2145	2145	2145	2145	2145	2145	2145	2145
MM_RS00930	MM_RS00930	1611	1611	1611	1611	1611	1611	1611	1611
MM_RS00940	MM_RS00940	453	453	453	453	453	453	453	453
MM_RS00945	MM_RS00945	4.1	4.1	4.1	4.1	4.1	4.1	4.1	4.1
MM_RS00950	MM_RS00950	2657	2657	2657	2657	2657	2657	2657	2657
MM_RS00955	MM_RS00955	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935
MM_RS00960	MM_RS00960	1225	1225	1225	1225	1225	1225	1225	1225
MM_RS00970	MM_RS00970	633	633	633	633	633	633	633	633
MM_RS00975	MM_RS00975	1239	1239	1239	1239	1239	1239	1239	1239
MM_RS00980	MM_RS00980	870	870	870	870	870	870	870	870
MM_RS00985	MM_RS00985	375	375	375	375	375	375	375	375
MM_RS00990	MM_RS00990	5313	5313	5313	5313	5313	5313	5313	5313
MM_RS00995	MM_RS00995	246	246	246	246	246	246	246	246
MM_RS01000	MM_RS01000	348	348	348	348	348	348	348	348
MM_RS01010	MM_RS01010	825	825	825	825	825	825	825	825
MM_RS01015	MM_RS01015	1137	1137	1137	1137	1137	1137	1137	1137
MM_RS01020	MM_RS01020	2349	2349	2349	2349	2349	2349	2349	2349
MM_RS01025	MM_RS01025	465	465	465	465	465	465	465	465
MM_RS01030	MM_RS01030	618	618	618	618	618	618	618	618
MM_RS01035	MM_RS01035	183	183	183	183	183	183	183	183
MM_RS01040	MM_RS01040	162	162	162	162	162	162	162	162
MM_RS01045	MM_RS01045	198	198	198	198	198	198	198	198
MM_RS01050	MM_RS01050	180	180	180	180	180	180	180	180
MM_RS01055	MM_RS01055	2577	2577	2577	2577	2577	2577	2577	2577
MM_RS01060	MM_RS01060	72.149	72.149	72.149	72.149	72.149	72.149	72.149	72.149
MM_RS01065	MM_RS01065	1479	1479	1479	1479	1479	1479	1479	1479
MM_RS01070	MM_RS01070	360	360	360	360	360	360	360	360
MM_RS01075	MM_RS01075	3006	3006	3006	3006	3006	3006	3006	3006
MM_RS01080	MM_RS01080	1746	1746	1746	1746	1746	1746	1746	1746
MM_RS01085	MM_RS01085	723	723	723	723	723	723	723	723
MM_RS01090	MM_RS01090	1197	1197	1197	1197	1197	1197	1197	1197
MM_RS01095	MM_RS01095	1215	1215	1215	1215	1215	1215	1215	1215
MM_RS01100	MM_RS01100	189	189	189	189	189	189	189	189
MM_RS01105	MM_RS01105	222	222	222	222	222	222	222	222
MM_RS01110	MM_RS01110	57.716	57.716	57.716	57.716	57.716	57.716	57.716	57.716
MM_RS01115	MM_RS01115	870	870	870	870	870	870	870	870
MM_RS01120	MM_RS01120	303	303	303	303	303	303	303	303
MM_RS01125	MM_RS01125	37.467	37.467	37.467	37.467	37.467	37.467	37.467	37.467
MM_RS01130	MM_RS01130	267	267	267	267	267	267	267	267
MM_RS01135	MM_RS01135	474	474	474	474	474	474	474	474
MM_RS01140	MM_RS01140	222	222	222	222	222	222	222	222
MM_RS01145	MM_RS01145	309	309	309	309	309	309	309	309
MM_RS01155	MM_RS01155	120	120	120	120	120	120	120	120
MM_RS01165	MM_RS01165	2025	2025	2025	2025	2025	2025	2025	2025
MM_RS01170	MM_RS01170	90.014	90.014	90.014	90.014	90.014	90.014	90.014	90.014
MM_RS01175	MM_RS01175	1188	1188	1188	1188	1188	1188	1188	1188
MM_RS01180	MM_RS01180	1236	1236	1236	1236	1236	1236	1236	1236
MM_RS01185	MM_RS01185	2.918	2.918	2.918	2.918	2.918	2.918	2.918	2.918
MM_RS01190	MM_RS01190	966	966	966	966	966	966	966	966
MM_RS01195	MM_RS01195	669	669	669	669	669	669	669	669
MM_RS01200	MM_RS01200	459	459	459	459	459	459	459	459
MM_RS01205	MM_RS01205	2115	2115	2115	2115	2115	2115	2115	2115
MM_RS01210	MM_RS01210	984	984	984	984	984	984	984	984
MM_RS01215	MM_RS01215	96.006	96.006	96.006	96.006	96.006	96.006	96.006	96.006
MM_RS01220	MM_RS01220	1575	1575	1575	1575	1575	1575	1575	1575
MM_RS01225	MM_RS01225	2.935	2.935	2.935	2.935	2.935	2.935	2.935	2.935
MM_RS01230	MM_RS01230	633	633	633	633	633	633	633	633
MM_RS01235	MM_RS01235	540	540	540	540	540	540	540	540
MM_RS01240	MM_RS01240	60.538	60.538	60.538	60.538	60.538	60.538	60.538	60.538
MM_RS01245	MM_RS01245	411	411	411	411	411	411	411	411
MM_RS01250	MM_RS01250	255	255	255	255	255	255	255	255
MM_RS01255	MM_RS01255	63.398	63.398	63.398	63.398	63.398	63.398	63.398	63.398
MM_RS01260	MM_RS01260	42.036	42.036	42.036	42.036	42.036	42.036	42.036	42.036
MM_RS01270	MM_RS01270	900	900	900	900	900	900	900	900
MM_RS01275	MM_RS01275	522	522	522	522	522	522	522	522
MM_RS01280	MM_RS01280	222	222	222	222	222	222	222	222
MM_RS01285	MM_RS01285	606	606	606	606	606	606	606	606
MM_RS01290	MM_RS01290	3177	3177	3177	3177	3177	3177	3177	3177
MM_RS01295	MM_RS01295	1128	1128	1128	1128	1128	1128	1128	1128
MM_RS01300	MM_RS01300	738	738	738	738	738	738	738	738
MM_RS01305	MM_RS01305	213	213	213	213	213	213	213	213
MM_RS01310	MM_RS01310	576	576	576	576	576	576	576	576
MM_RS01315	MM_RS01315	663	663	663	663	663	663	663	663
MM_RS01320	MM_RS01320	237	237	237	237	237	237	237	237
MM_RS01325	MM_RS01325	1353	1353	1353	1353	1353	1353	1353	1353
MM_RS01330	MM_RS01330	306	306	306	306	306	306	306	306
MM_RS01335	MM_RS01335	993	993	993	993	993	993	993	993
MM_RS01340	MM_RS01340	255	255	255	255	255	255	255	255
MM_RS01345	MM_RS01345	315	315	315	315	315	315	315	315
MM_RS01350	MM_RS01350	1002	1002	1002	1002	1002	1002	1002	1002
MM_RS01355	MM_RS01355	414	414	414	414	414	414	414	414
MM_RS01360	MM_RS01360	2145	2145	2145	2145	2145	2145	2145	2145
MM_RS01365	MM_RS01365	507	507	507	507	507	507	507	507
MM_RS01370	MM_RS01370	1284	1284	1284	1284	1284	1284	1284	1284
MM_RS01380	MM_RS01380	78.072	78.072	78.072	78.072	78.072	78.072	78.072	78.072
MM_RS01385	MM_RS01385	2.953	2.953	2.953	2.953	2.953	2.953	2.953	2.953
MM_RS01395	MM_RS01395	72.149	72.149	72.149	72.149	72.149	72.149	72.149	72.149
MM_RS01400	MM_RS01400	1668	1668	1668	1668	1668	1668	1668	1668
MM_RS01405	MM_RS01405	708	708	708	708	708	708	708	708
MM_RS01410	MM_RS01410	444	444	444	444	444	444	444	444
MM_RS01415	MM_RS01415	783	783	783	783	783	783	783	783
MM_RS01420	MM_RS01420	207	207	207	207	207	207	207	207
MM_RS01430	MM_RS01430	1512	1512	1512	1512	1512	1512	1512	1512
MM_RS01435	MM_RS01435	1617	1617	1617	1617	1617	1617	1617	1617
MM_RS01440	MM_RS01440	300	300	300	300	300	300	300	300
MM_RS01445	MM_RS01445	648	648	648	648	648	648	648	648
MM_RS01450	MM_RS01450	258	258	258	258	258	258	258	258
MM_RS01455	MM_RS01455	144	144	144	144	144	144	144	144
MM_RS01460	MM_RS01460	2463	2463	2463	2463	2463	2463	2463	2463
MM_RS01465	MM_RS01465	651	651	651	651	651	651	651	651
MM_RS01470	MM_RS01470	141	141	141	141	141	141	141	141
MM_RS01475	MM_RS01475	96.006	96.006	96.006	96.006	96.006	96.006	96.006	96.006
MM_RS01480	MM_RS01480	378	378	378	378	378	378	378	378
MM_RS01485	MM_RS01485	201	201	201	201	201	201	201	201
MM_RS01490	MM_RS01490	141	141	141	141	141	141	141	141
MM_RS01500	MM_RS01500	516	516	516	516	516	516	516	516
MM_RS01505	MM_RS01505	2880	2880	2880	2880	2880	2880	2880	2880
MM_RS01510	MM_RS01510	321	321	321	321	321	321	321	321
MM_RS01515	MM_RS01515	1653	1653	1653	1653	1653	1653	1653	1653
MM_RS01520	MM_RS01520	3663	3663	3663	3663	3663	3663	3663	3663
MM_RS01525	MM_RS01525	525	525	525	525	525	525	525	525
MM_RS01530	MM_RS01530	825	825	825	825	825	825	825	825
MM_RS01535	MM_RS01535	2847	2847	2847	2847	2847	2847	2847	2847
MM_RS01540	MM_RS01540	183	183	183	183	183	183	183	183
MM_RS01545	MM_RS01545	183	183	183	183	183	183	183	183
MM_RS01550	MM_RS01550	1068	1068	1068	1068	1068	1068	1068	1068
MM_RS01555	MM_RS01555	2751	2751	2751	2751	2751	2751	2751	2751
MM_RS01560	MM_RS01560	759	759	759	759	759	759	759	759
MM_RS01565	MM_RS01565	501	501	501	501	501	501	501	501
MM_RS01570	MM_RS01570	348	348	348	348	348	348	348	348
MM_RS01575	MM_RS01575	888	888	888	888	888	888	888	888
MM_RS01580	MM_RS01580	372	372	372	372	372	372	372	372
MM_RS01585	MM_RS01585	639	639	639	639	639	639	639	639
MM_RS01590	MM_RS01590	399	399	399	399	399	399	399	399
MM_RS01595	MM_RS01595	72.149	72.149	72.149	72.149	72.149	72.149	72.149	72.149
MM_RS01600	MM_RS01600	420	420	420	420	420	420	420	420
MM_RS01605	MM_RS01605	1116	1116	1116	1116	1116	1116	1116	1116
MM_RS01610	MM_RS01610	1689	1689	1689	1689	1689	1689	1689	1689
MM_RS01615	MM_RS01615	471	471	471	471	471	471	471	471
MM_RS01620	MM_RS01620	513	513	513	513	513	513	513	513
MM_RS01625	MM_RS01625	975	975	975	975	975	975	975	975
MM_RS01630	MM_RS01630	771	771	771	771	771	771	771	771
MM_RS01635	MM_RS01635	1068	1068	1068	1068	1068	1068	1068	1068
MM_RS01640	MM_RS01640	1707	1707	1707	1707	1707	1707	1707	1707
MM_RS01645	MM_RS01645	1155	1155	1155	1155	1155	1155	1155	1155
MM_RS01650	MM_RS01650	1044	1044	1044	1044	1044	1044	1044	1044
MM_RS01655	MM_RS01655	336	336	336	336	336	336	336	336
MM_RS01660	MM_RS01660	49.56	49.56	49.56	49.56	49.56	49.56	49.56	49.56
MM_RS01665	MM_RS01665	969	969	969	969	969	969	969	969
MM_RS01670	MM_RS01670	111	111	111	111	111	111	111	111
MM_RS01675	MM_RS01675	768	768	768	768	768	768	768	768
MM_RS01680	MM_RS01680	618	618	618	618	618	618	618	618
MM_RS01685	MM_RS01685	642	642	642	642	642	642	642	642
MM_RS01690	MM_RS01690	1050	1050	1050	1050	1050	1050	1050	1050
MM_RS01695	MM_RS01695	660	660	660	660	660	660	660	660
MM_RS01700	MM_RS01700	801	801	801	801	801	801	801	801
MM_RS01705	MM_RS01705	615	615	615	615	615	615	615	615
MM_RS01710	MM_RS01710	504	504	504	504	504	504	504	504
MM_RS01715	MM_RS01715	42.036	42.036	42.036	42.036	42.036	42.036	42.036	42.036
MM_RS01720	MM_RS01720	2460	2460	2460	2460	2460	2460	2460	2460
MM_RS01725	MM_RS01725	35.332	35.332	35.332	35.332	35.332	35.332	35.332	35.332
MM_RS01730	MM_RS01730	822	822	822	822	822	822	822	822
MM_RS01735	MM_RS01735	1476	1476	1476	1476	1476	1476	1476	1476
MM_RS01740	MM_RS01740	1704	1704	1704	1704	1704	1704	1704	1704
MM_RS01745	MM_RS01745	567	567	567	567	567	567	567	567
MM_RS01750	MM_RS01750	324	324	324	324	324	324	324	324
MM_RS01755	MM_RS01755	324	324	324	324	324	324	324	324
MM_RS01760	MM_RS01760	522	522	522	522	522	522	522	522
MM_RS01765	MM_RS01765	447	447	447	447	447	447	447	447
MM_RS01770	MM_RS01770	498	498	498	498	498	498	498	498
MM_RS01775	MM_RS01775	663	663	663	663	663	663	663	663
MM_RS01780	MM_RS01780	516	516	516	516	516	516	516	516
MM_RS01785	MM_RS01785	453	453	453	453	453	453	453	453
MM_RS01790	MM_RS01790	2496	2496	2496	2496	2496	2496	2496	2496
MM_RS01795	MM_RS01795	903	903	903	903	903	903	903	903
MM_RS01800	MM_RS01800	213	213	213	213	213	213	213	213
MM_RS01805	MM_RS01805	651	651	651	651	651	651	651	651
MM_RS01810	MM_RS01810	330	330	330	330	330	330	330	330
MM_RS01815	MM_RS01815	1848	1848	1848	1848	1848	1848	1848	1848
MM_RS01820	MM_RS01820	219	219	219	219	219	219	219	219
MM_RS01825	MM_RS01825	1107	1107	1107	1107	1107	1107	1107	1107
MM_RS01830	MM_RS01830	261	261	261	261	261	261	261	261
MM_RS01835	MM_RS01835	1149	1149	1149	1149	1149	1149	1149	1149
MM_RS01840	MM_RS01840	1197	1197	1197	1197	1197	1197	1197	1197
MM_RS01845	MM_RS01845	69.21	69.21	69.21	69.21	69.21	69.21	69.21	69.21
MM_RS01850	MM_RS01850	29.56	29.56	29.56	29.56	29.56	29.56	29.56	29.56
MM_RS01855	MM_RS01855	1308	1308	1308	1308	1308	1308	1308	1308
MM_RS01860	MM_RS01860	249	249	249	249	249	249	249	249
MM_RS01870	MM_RS01870	1287	1287	1287	1287	1287	1287	1287	1287
MM_RS01875	MM_RS01875	180	180	180	180	180	180	180	180
MM_RS01880	MM_RS01880	309	309	309	309	309	309	309	309
MM_RS01885	MM_RS01885	261	261	261	261	261	261	261	261
MM_RS01890	MM_RS01890	1320	1320	1320	1320	1320	1320	1320	1320
MM_RS01900	MM_RS01900	627	627	627	627	627	627	627	627
MM_RS01905	MM_RS01905	846	846	846	846	846	846	846	846
MM_RS01915	MM_RS01915	813	813	813	813	813	813	813	813
MM_RS01920	MM_RS01920	183	183	183	183	183	183	183	183
MM_RS01925	MM_RS01925	315	315	315	315	315	315	315	315
MM_RS01930	MM_RS01930	933	933	933	933	933	933	933	933
MM_RS01935	MM_RS01935	975	975	975	975	975	975	975	975
MM_RS01940	MM_RS01940	1257	1257	1257	1257	1257	1257	1257	1257
MM_RS01945	MM_RS01945	207	207	207	207	207	207	207	207
MM_RS01950	MM_RS01950	522	522	522	522	522	522	522	522
MM_RS01955	MM_RS01955	207	207	207	207	207	207	207	207
MM_RS01960	MM_RS01960	510	510	510	510	510	510	510	510
MM_RS01965	MM_RS01965	189	189	189	189	189	189	189	189
MM_RS01970	MM_RS01970	195	195	195	195	195	195	195	195
MM_RS01975	MM_RS01975	312	312	312	312	312	312	312	312
MM_RS01980	MM_RS01980	219	219	219	219	219	219	219	219
MM_RS01985	MM_RS01985	405	405	405	405	405	405	405	405
MM_RS01990	MM_RS01990	213	213	213	213	213	213	213	213
MM_RS01995	MM_RS01995	693	693	693	693	693	693	693	693
MM_RS02000	MM_RS02000	807	807	807	807	807	807	807	807
MM_RS02005	MM_RS02005	738	738	738	738	738	738	738	738
