tx	gene_id	Ribo_NitrogenMinus_rep1	Ribo_NitrogenMinus_rep2	Ribo_NitrogenPlus_rep1	Ribo_NitrogenPlus_rep2	RNA_NitrogenMinus_rep1	RNA_NitrogenMinus_rep2	RNA_NitrogenPlus_rep1	RNA_NitrogenPlus_rep2
unassigned_transcript_28	MM_RS00135	11.190213	11.958053	2.778621	1.121327	0.7891	0.971067	0.469785	0.580131
unassigned_transcript_29	MM_RS19055	14.799009	10.487289	9.616133	3.704129	0.191833	0.349145	0.264478	0.292019
unassigned_transcript_30	MM_RS00145	3.536881	3.86149	1.597899	0.428501	0.142657	0.242334	0.083043	0.177349
unassigned_transcript_31	MM_RS00150	1.930552	1.460433	0.682512	0.402259	0.028531	0.056176	0.026224	0.079626
unassigned_transcript_32	MM_RS00155	0.384891	0.285568	0.436579	0.152776	0.016923	0.027301	0.045956	0.053279
unassigned_transcript_33	MM_RS00160	0.192673	0.223466	0.240573	0.013742	0.022418	0.027201	0.07555	0.039813
unassigned_transcript_34	MM_RS00165	0.969075	1.185451	1.278602	0.324204	0.046496	0.102255	0.069445	0.126812
unassigned_transcript_35	MM_RS00170	16.009584	8.549326	0	1.02819	0.452222	0.439604	0.506572	0
unassigned_transcript_36	MM_RS00175	10.980395	6.37412	2.602312	1.848492	1.519507	2.253602	0.746656	0.763459
unassigned_transcript_37	MM_RS00180	1.457428	0.868887	0.239387	0.087448	0.038042	0.039027	0	0.007239
unassigned_transcript_38	MM_RS00185	0.041632	0.046431	0.121834	0.040828	0.002018	0.012857	0.020406	0.029188
unassigned_transcript_39	MM_RS00190	0.276722	0.286856	0.284299	0.077906	0.012709	0.023131	0.02531	0.042455
unassigned_transcript_40	MM_RS00195	0.301834	0.252199	0.582771	0.193003	0.021192	0.032142	0.077913	0.073737
unassigned_transcript_41	MM_RS00200	2.484377	2.046618	6.60426	6.544422	0.058221	0.162258	0.260872	0.217413
unassigned_transcript_42	MM_RS00205	2.092362	2.335201	6.871316	2.725699	0.084591	0.306805	0.256914	0.308395
unassigned_transcript_43	MM_RS00210	4.129849	7.011572	12.34107	6.397541	0.236123	0.300828	0.444905	0.41036
unassigned_transcript_44	MM_RS00215	0.807209	0.57611	1.486635	0.420272	0.012523	0.038461	0.14675	0.138203
unassigned_transcript_45	MM_RS00220	0.142595	0.114497	0.528572	0.213572	0.011061	0.022647	0.086412	0.065244
unassigned_transcript_46	MM_RS00225	0.906838	0.767317	0.992716	1.810062	0.065944	0.106686	0.262649	0.16173
unassigned_transcript_47	MM_RS17635	0.416403	0.557252	1.137334	0.445478	0	0	0	0.122919
unassigned_transcript_48	MM_RS00230	0.304165	0.343896	0.353739	0.136724	0.016435	0.058404	0.032799	0.038964
unassigned_transcript_49	MM_RS00240	2.228428	1.531205	0.546752	0.379966	0.032607	0.091493	0.02997	0.064114
unassigned_transcript_50	MM_RS00245	2.924667	2.446793	1.681306	1.451235	0.113025	0.187344	0.122435	0.121359
unassigned_transcript_51	MM_RS00250	10.892902	13.522747	7.171699	5.8418	0.354783	0.809636	0.496661	0.768563
unassigned_transcript_52	MM_RS00255	1.179558	1.148442	1.302824	0.54967	0.261539	0.307369	0.46017	0.22409
unassigned_transcript_53	MM_RS00260	0.928149	1.022618	1.319547	0.388243	0.175697	0.33783	0.156279	0.23726
unassigned_transcript_54	MM_RS00265	2.802689	1.443933	2.418202	0.591231	0.099512	0.202015	0.591001	0.372882
unassigned_transcript_55	MM_RS00270	3.184197	3.908585	4.411883	3.239572	0.242909	0.435259	0.518643	0.455667
unassigned_transcript_56	MM_RS00275	0.545546	0.600287	0.454116	0.285334	0.056422	0.044927	0.090753	0.096625
unassigned_transcript_57	MM_RS00280	0.12085	0.144563	0.847382	0	2e-06	0.223813	0.051004	0.200385
unassigned_transcript_58	MM_RS00285	12.64512	11.46126	9.336829	2.772496	0.129058	0.341662	0.161756	0.196463
unassigned_transcript_59	MM_RS00290	1.551337	1.008511	0.688914	1.351384	0.032011	0.063328	0.034539	0.076271
unassigned_transcript_60	MM_RS00295	2.079627	1.517682	0.809752	1.096902	0.094491	0.139733	0.085299	0.104027
unassigned_transcript_61	MM_RS00300	34.576069	37.607891	34.991109	17.472017	0.927273	2.843097	2.084812	2.593655
unassigned_transcript_62	MM_RS00305	9.834403	7.302176	4.222061	5.991406	0.215209	0.500494	0.241761	0.404954
unassigned_transcript_63	MM_RS00310	14.26006	10.922336	7.969073	7.365431	0.159933	0.611905	0.281352	0.352099
unassigned_transcript_64	MM_RS00315	6.512816	6.575984	5.828105	6.077498	0.143689	0.626273	0.173774	0.408682
unassigned_transcript_65	MM_RS00320	1.588232	2.887895	2.189217	2.0008	0.22318	0.787008	0.435902	0.700708
unassigned_transcript_66	MM_RS00325	3.368643	2.686387	1.637507	0.845597	0.41238	1.089295	0.476302	1.063838
unassigned_transcript_67	MM_RS00330	3.148925	2.178378	3.12477	1.40512	0.156536	0.337088	0.215102	0.324402
unassigned_transcript_68	MM_RS00335	0.632547	0.403555	0.35503	0.126806	0.073011	0.145803	0.028893	0.11037
unassigned_transcript_69	MM_RS00340	1.594987	1.052549	1.634578	1.338035	0.058827	0.124153	0.134616	0.140273
unassigned_transcript_70	MM_RS00345	1.33653	1.386619	1.390669	2.060377	0.043196	0.084761	0.03474	0.096578
unassigned_transcript_71	MM_RS00350	1.9756	1.934597	1.350281	2.093706	0.08554	0.148012	0.104091	0.138466
unassigned_transcript_72	MM_RS00355	1.062497	0.980993	1.78846	2.088327	0.064022	0.141714	0.486646	0.654634
unassigned_transcript_73	MM_RS00360	1.269727	1.723147	2.791182	0.816306	0.048551	0.104144	0.133873	0.118779
unassigned_transcript_74	MM_RS00365	0.41163	1.226926	2.146387	0.326943	0.047168	0.102357	0.133394	0.085609
unassigned_transcript_75	MM_RS00370	19.617233	8.715231	34.050336	9.371767	1.026328	0.954714	1.40045	0.678104
unassigned_transcript_76	MM_RS00375	1.207177	0.905385	3.625179	1.684665	0.064466	0.077191	0.187112	0.327972
unassigned_transcript_77	MM_RS00380	3.187741	2.953666	6.967289	7.343733	0.092168	0.295008	0.259983	0.359223
unassigned_transcript_78	MM_RS00385	5.469124	5.558308	4.587484	1.366594	0.75756	0.866672	0.225467	0.658973
unassigned_transcript_79	MM_RS00390	12.160226	10.629412	5.952603	1.871842	0.475009	0.385955	0.343037	0.193684
unassigned_transcript_80	MM_RS00395	8.396163	29.087144	36.411154	2.36417	0.453147	2.080203	0.67257	0.15329
unassigned_transcript_81	MM_RS00400	1.429061	0.890937	0.463551	0.116659	0.080131	0.133689	0.113545	0.094026
unassigned_transcript_82	MM_RS00405	1.286496	1.513542	0.451437	0.222517	0.052938	0.096375	0.030121	0.034537
unassigned_transcript_83	MM_RS00410	6.52213	5.874868	0.614539	0.454832	0.237961	0.487665	0.125719	0.21392
unassigned_transcript_84	MM_RS00415	0.825478	1.154566	2.948177	1.057163	0.051272	0.124423	0.091395	0.151368
unassigned_transcript_85	MM_RS00420	2.032477	2.350588	3.965263	1.825416	0.043793	0.159409	0.187837	0.244433
unassigned_transcript_86	MM_RS00425	1.186867	1.564261	4.104782	0.586773	0.020923	0.052361	0.067308	0.055738
unassigned_transcript_87	MM_RS00430	1.45479	3.244793	1.929992	1.05055	0.169265	0.603307	0.421353	0.638796
unassigned_transcript_88	MM_RS00435	3.009842	3.329983	8.288502	1.983966	0.068654	0.160654	0.270436	0.279935
unassigned_transcript_89	MM_RS00440	6.041906	5.353735	5.991696	6.115051	0.197785	0.379977	0.291621	0.403531
unassigned_transcript_90	MM_RS00445	0.481524	0.392356	0.480152	0.109707	0.049282	0.127461	0.102512	0.08489
unassigned_transcript_91	MM_RS00450	17.834533	9.982151	19.629232	4.739953	0.750413	1.039187	1.439425	1.440319
unassigned_transcript_92	MM_RS00455	25.034197	24.736289	7.247297	4.12772	0.861294	3.325206	0.767649	1.489899
unassigned_transcript_93	MM_RS00460	2.113511	1.860126	0.820956	0.600919	0.136615	0.388091	0.171382	0.222016
unassigned_transcript_94	MM_RS00465	4.821342	3.486253	1.240253	1.147375	0.197921	0.470009	0.107416	0.220944
unassigned_transcript_95	MM_RS00470	2.283941	1.887705	2.074117	1.763231	0.145406	0.271197	0.43799	0.334209
unassigned_transcript_96	MM_RS19060	0.490423	1.181356	0.267901	0.104933	0.209223	0.259634	0.017482	0.086861
unassigned_transcript_97	MM_RS19065	3.307777	1.383325	0.645331	0.221171	0.080179	0.291861	0	0.152567
unassigned_transcript_98	MM_RS00480	6.02332	7.762282	7.102715	7.7172	0.097066	0.211998	0.413367	0.433427
unassigned_transcript_99	MM_RS00485	0.48034	0.232248	0.169753	0	0	0	0	0.046896
unassigned_transcript_100	MM_RS00490	9.336787	7.010753	3.333069	3.175387	0.339906	0.756809	0.426969	0.481205
unassigned_transcript_101	MM_RS00495	1.08124	1.338226	0.885371	0.363858	0.09893	0.23606	0.172452	0.275229
unassigned_transcript_102	MM_RS19070	7.515581	5.111855	1.284839	0.955289	0.454536	0.876521	0.364725	0.318503
unassigned_transcript_103	MM_RS19075	8.563467	9.26676	1.870533	0.949747	0.198637	0.918284	0.357842	0.3689
unassigned_transcript_104	MM_RS00505	2.951299	3.531303	1.894515	0.882706	0.064615	0.151204	0	0.091336
unassigned_transcript_105	MM_RS00510	1.915022	2.257416	1.06733	0.644895	0.103142	0.233314	0.154389	0.152523
unassigned_transcript_106	MM_RS00515	0.710997	0.721814	0.310277	0.353632	0.029026	0.084197	0.026679	0.03452
unassigned_transcript_107	MM_RS00520	5.825514	6.509609	5.009146	2.962254	0.125519	0.53305	0.153823	0.525448
unassigned_transcript_108	MM_RS00525	2.703771	1.647782	2.199123	0.828385	0.044308	0.120963	0.135748	0.101172
unassigned_transcript_109	MM_RS00530	0.993337	1.932884	1.844395	0.409199	0.009963	0.030218	0.033578	0.035389
unassigned_transcript_110	MM_RS00535	1.965266	2.887866	2.556091	0.645863	0.02989	0.115603	0.034341	0.051188
unassigned_transcript_111	MM_RS00540	4.034508	2.412785	1.004593	0.482348	1.26443	0.4066	0.06983	0.605799
unassigned_transcript_112	MM_RS00545	1.295139	2.16649	1.294585	0.562725	0.031385	0.149944	0.079328	0.119439
unassigned_transcript_113	MM_RS00550	1.789128	1.282515	1.04715	0.663202	0.082171	0.168249	0.117484	0.158094
unassigned_transcript_114	MM_RS00555	8.616054	10.656	14.046194	4.652209	0.247273	0.926062	0.699308	0.702155
unassigned_transcript_115	MM_RS00560	1.922473	1.926571	2.578354	1.125609	0.242754	0.367661	0.387276	0.415726
unassigned_transcript_116	MM_RS00565	0.230056	0	0.199905	0.054253	0.012682	0	0.123422	0.09194
unassigned_transcript_117	MM_RS00570	0.594637	0.590215	2.092661	1.099933	0.017977	0.046989	0.076111	0.062999
unassigned_transcript_118	MM_RS00575	6.0236	2.461958	2.126218	0.376465	0.32062	0.413689	0.148037	0.147795
unassigned_transcript_119	MM_RS00580	5.213119	3.89102	2.991339	0.40097	0.356794	0.631344	0.121459	0.246421
unassigned_transcript_120	MM_RS00585	1.956672	0.327315	0.477171	0.174441	0	0	0	0.0361
unassigned_transcript_121	MM_RS00590	0.468794	0.406279	2.064368	2.276772	0.008658	0.043334	0.043767	0.112025
unassigned_transcript_122	MM_RS19365	1.361305	6.376194	8.233103	3.883619	0	0.360343	0	1.908772
unassigned_transcript_123	MM_RS00595	0.73243	0.196035	0.114315	0.156714	0.085219	0.206802	0.052218	0.194587
unassigned_transcript_124	MM_RS19370	1034.049037	969.822201	388.073941	727.757109	11.544334	28.547899	14.416716	15.281263
unassigned_transcript_125	MM_RS00600	5.088002	4.06683	5.630159	2.829838	0.113891	0.209642	0.306902	0.192087
unassigned_transcript_126	MM_RS00605	11.589712	8.515086	5.637335	2.500031	0.627693	1.173082	0.652915	0.54534
unassigned_transcript_127	MM_RS00610	15.291696	13.295886	9.60733	5.91526	1.809348	3.338839	2.633114	2.983818
unassigned_transcript_128	MM_RS00615	1.807781	1.561943	0.568904	0.760839	0.090606	0.198631	0.054181	0.067301
unassigned_transcript_129	MM_RS00620	1.383717	1.311762	0.848434	0.537502	0.167704	0.226742	0.110101	0.120351
unassigned_transcript_130	MM_RS00625	13.912483	12.521113	12.302201	3.806995	0.368166	0.752467	0.366128	0.441005
unassigned_transcript_131	MM_RS00630	0.726151	0.483141	0.211302	0.13167	0.190933	0.241083	0.125038	0.119893
unassigned_transcript_132	MM_RS00635	23.446822	30.507503	9.861682	14.108203	0.602331	1.229967	0.629377	0.604834
unassigned_transcript_133	MM_RS00640	4.859212	2.742354	6.664253	3.272029	0.23356	0.484131	0.77222	0.938227
unassigned_transcript_134	MM_RS00645	6.506431	7.732652	10.317497	4.343918	0.455354	1.487751	0.855948	1.749738
unassigned_transcript_135	MM_RS00650	11.410103	8.10333	8.914086	4.898592	0.752251	1.488731	1.343163	1.199613
unassigned_transcript_136	MM_RS00655	4.657991	3.767731	1.675798	0.670061	0.244953	0.429108	0.182929	0.156144
unassigned_transcript_137	MM_RS00660	25.327064	17.319162	24.830512	14.470494	0.614751	0.653659	0.93974	0.581187
unassigned_transcript_138	MM_RS00665	0.998677	1.109746	0.433206	0.250936	0.072776	0.074506	0.039019	0.06924
unassigned_transcript_139	MM_RS00670	19.730153	19.820825	8.074048	5.377052	0.186635	1.415354	0.257312	0.260431
unassigned_transcript_140	MM_RS00675	2.521131	4.331799	1.643139	0.773274	0.115788	0.260652	0.17924	0.218005
unassigned_transcript_141	MM_RS00680	54.859863	48.014253	8.211284	5.384671	2.577474	4.127696	0.683826	0.407459
unassigned_transcript_142	MM_RS00685	42.089448	30.508119	5.424176	1.889491	3.080552	3.585399	0.956397	0.364004
unassigned_transcript_143	MM_RS00690	0.928329	1.195076	0.876639	0.596442	0.061317	0.104249	0.077122	0.097025
unassigned_transcript_144	MM_RS00695	5.416004	3.17099	0.701672	0.339502	0.221539	0.395744	0.203622	0.209213
unassigned_transcript_145	MM_RS00700	2806.963458	5373.270157	1701.489369	3846.542445	1589.895988	2882.761155	1618.408397	2648.826537
unassigned_transcript_146	MM_RS00705	46361.594519	30118.988288	96998.811712	21143.790816	61275.730944	78426.95122	75478.655651	64771.443366
unassigned_transcript_147	MM_RS00710	5079.514136	7894.155085	4240.236761	6286.853409	1232.657903	3543.144504	1024.091076	2917.972092
unassigned_transcript_148	MM_RS00715	2826.209195	5378.113888	1652.61766	3843.527798	1593.031246	2760.787533	1623.613354	2649.115787
unassigned_transcript_149	MM_RS00720	46295.958151	30112.457045	96532.451892	21104.806484	60259.655451	76630.451557	75027.215159	64314.49017
unassigned_transcript_150	MM_RS00725	5077.122379	7881.053386	4236.451375	5867.68611	1232.89326	3545.786304	1018.759757	2924.114093
unassigned_transcript_151	MM_RS19375	4215.557389	10922.91132	428.901456	105.074096	64.071675	277.777598	13.256617	8.444468
unassigned_transcript_152	MM_RS00730	3970.619985	4135.466195	130.168888	60.411448	188.847088	436.45019	19.000905	10.263697
unassigned_transcript_153	MM_RS00740	32.250664	33.696225	11.474906	12.401767	2.656212	5.72609	3.855575	4.346407
unassigned_transcript_154	MM_RS00745	0.553682	0.43223	0.577495	0.421474	0.059879	0.065765	0.117663	0.073863
unassigned_transcript_155	MM_RS00750	0.89015	0.551789	1.005897	0.593644	0.049319	0.091803	0.065935	0.112614
unassigned_transcript_156	MM_RS00755	3.504623	3.930204	2.459545	0.937332	0.122707	0.356473	0.490173	0.337662
unassigned_transcript_157	MM_RS00760	7.904625	7.010403	11.724026	5.144196	0.141003	0.298026	0.171406	0.193872
unassigned_transcript_158	MM_RS00765	5.454791	5.294421	1.75418	1.453572	0.05812	0.148093	0.085471	0.061931
unassigned_transcript_159	MM_RS00770	2.874442	1.8997	5.703237	5.014023	0.1275	0.202306	0.347059	0.342142
unassigned_transcript_160	MM_RS00775	2.827497	2.950613	4.757503	3.608922	0.141417	0.345439	0.243998	0.60994
unassigned_transcript_161	MM_RS00780	1268.248669	1277.743707	717.724229	1679.744233	686.387291	1455.868927	724.242736	1026.878546
unassigned_transcript_162	MM_RS00785	2.397145	1.607397	1.519186	0.375694	0.171727	0.239803	0.323842	0.290709
unassigned_transcript_163	MM_RS00790	3.743135	3.18169	2.115626	4.724607	0.105832	0.199261	0.093919	0.105551
unassigned_transcript_164	MM_RS00795	2.442667	1.764807	1.379955	0.780226	0.107521	0.126937	0.074787	0.110591
unassigned_transcript_165	MM_RS00800	4.748263	3.962941	0.89648	0.655459	0.148511	0.486536	0.136501	0.24868
unassigned_transcript_166	MM_RS00805	2.053669	1.874656	1.83614	1.280408	0.094945	0.256807	0.162413	0.202745
unassigned_transcript_167	MM_RS00815	0.827281	0.689403	0.500075	0.136625	0.031863	0.063791	0.04881	0.042036
unassigned_transcript_168	MM_RS00820	1.295904	2.774794	0.606779	0.277278	0	0.137213	0	0.114762
unassigned_transcript_169	MM_RS18165	0.934801	0.2085	0	0	0	0	0	0
unassigned_transcript_170	MM_RS00825	8.571793	2.929049	7.06485	0.603468	0.066776	0.118873	0.09294	0.065346
unassigned_transcript_171	MM_RS00830	1.767674	1.915195	1.074902	0.180105	0.124648	0.364606	0.511462	0.603124
unassigned_transcript_172	MM_RS00835	1.528138	1.031235	1.346638	0.991533	0.05829	0.089882	0.125506	0.095305
unassigned_transcript_173	MM_RS00840	0.740499	0.830871	0.435998	0.469629	0.014618	0.044602	0.019758	0.030105
unassigned_transcript_174	MM_RS00845	1.170201	0.927106	2.274776	0.983644	0.037122	0.076264	0.101324	0.110877
unassigned_transcript_175	MM_RS00850	1.177976	2.277063	11.490864	8.261487	0.076143	0.554338	2.589458	2.318196
unassigned_transcript_176	MM_RS18170	4.419371	3.696395	10.993017	8.27391	0	0.292457	0.196921	0.733817
unassigned_transcript_177	MM_RS00855	0.352457	0.188221	0.243739	0.135007	0	0.006681	0.04386	0.111756
unassigned_transcript_178	MM_RS00860	0.583799	0.456303	0.223542	0.204302	0.105541	0.14154	0.076584	0.10147
unassigned_transcript_179	MM_RS19380	0	0	0.292877	0	0	0	0	0
unassigned_transcript_180	MM_RS00865	1.531307	1.663745	1.437888	0.599352	0.057941	0.152859	0.099853	0.21499
unassigned_transcript_181	MM_RS00870	11.069947	11.469436	4.173786	2.262126	4.148591	10.996716	1.307975	3.065822
unassigned_transcript_182	MM_RS18175	12.817634	13.372136	6.775974	5.824174	3.888702	8.500449	6.6694	12.17486
unassigned_transcript_183	MM_RS00880	0.769944	0.581779	0.557932	0.224137	0.016759	0.037434	0.018204	0.035948
unassigned_transcript_184	MM_RS00885	0.715087	0.436192	0.623342	0.30248	0.022128	0.033561	0.031185	0.048281
unassigned_transcript_185	MM_RS00890	1.181242	0.744645	1.19118	0.769538	0.03669	0.077606	0.082939	0.122269
unassigned_transcript_186	MM_RS00895	0.056788	0.050664	0.066474	0.020251	0.022024	0.060128	0.010122	0.033527
unassigned_transcript_187	MM_RS00900	1.607241	0.635844	1.595534	1.714133	0.044939	0.058045	0.053296	0.056271
unassigned_transcript_188	MM_RS00905	0.259298	0.17912	0.409682	0.128485	0.031984	0.041551	0.021131	0.049903
unassigned_transcript_189	MM_RS00910	0.390916	0.325382	0.320296	0.102282	0.026345	0.064006	0.036326	0.047849
unassigned_transcript_190	MM_RS00915	0.478444	0.364863	0.501464	0.122696	0.035619	0.052752	0.075323	0.060137
unassigned_transcript_191	MM_RS17665	1.595369	0.898715	0.868708	0.240363	0.081984	0.162749	0.135754	0.120722
unassigned_transcript_192	MM_RS00930	0.943547	0.837811	0.54012	0.204207	0.03803	0.059079	0.060163	0.05427
unassigned_transcript_193	MM_RS18735	0.867029	1.031381	0.428521	0.103063	0.078462	0.173405	0.092721	0.145033
unassigned_transcript_194	MM_RS00940	0.943205	1.778621	1.413567	0.336355	0.037412	0.079441	0.076414	0.053787
unassigned_transcript_195	MM_RS00945	1330.580156	674.551208	709.923502	170.139626	1108.016754	1050.222154	3004.168534	682.301057
unassigned_transcript_196	MM_RS00950	141.699437	114.603379	135.710175	44.148785	8.342335	21.367345	6.632948	10.471937
unassigned_transcript_197	MM_RS00955	2037.807129	2766.943238	1925.872101	1472.271841	1131.612278	2561.060137	1474.057264	1610.792484
unassigned_transcript_198	MM_RS00960	4863.990947	1805.8791	911.9272	1383.55793	30.444348	12.373273	119.525839	33.243481
unassigned_transcript_199	MM_RS00970	3.518615	5.063861	5.749336	12.120431	0.145823	0.270961	0.509185	0.524058
unassigned_transcript_200	MM_RS00975	1.996738	2.091128	4.039051	4.715801	0.097015	0.333384	0.571405	0.522479
unassigned_transcript_201	MM_RS00980	1.252381	0.856492	1.276075	0.975191	0.119045	0.185153	0.26857	0.18616
unassigned_transcript_202	MM_RS00985	1.930894	1.976558	0.962026	0.480192	0.005022	0.059406	0.05077	0.022932
unassigned_transcript_203	MM_RS00990	1.283464	0.995613	1.719433	1.313343	0.063813	0.126758	0.202951	0.277589
unassigned_transcript_204	MM_RS00995	1.618454	1.797734	1.586463	0.337846	0.091857	0.06966	0.077393	0.034958
unassigned_transcript_205	MM_RS01000	1.841689	1.008264	1.48077	0.776172	0.043289	0.128031	0.149206	0.102964
unassigned_transcript_206	MM_RS01010	1.965686	1.496467	0.868032	0.428143	0.079888	0.11632	0.071329	0.097288
unassigned_transcript_207	MM_RS01015	1.480782	1.289573	4.362269	1.98882	0.064591	0.158252	0.295315	0.329008
unassigned_transcript_208	MM_RS01020	1.749863	1.440946	1.72886	1.263399	0.056917	0.144445	0.08105	0.122642
unassigned_transcript_209	MM_RS01025	11.005393	11.532833	58.155489	42.657247	0.275375	0.604383	1.574458	1.66752
unassigned_transcript_210	MM_RS18185	40.268922	45.258236	119.170395	44.759124	6.084813	28.886398	32.158098	44.615116
unassigned_transcript_211	MM_RS18190	3.487154	3.42224	0.544262	0.746128	0.202866	0.615376	0.124306	0.463221
unassigned_transcript_212	MM_RS01030	4.382947	4.135537	2.158153	1.111423	0.149306	0.288381	0.123228	0.155386
unassigned_transcript_213	MM_RS01035	3.191547	3.499922	1.573586	0.416308	0.154351	0.365204	0.094579	0.148809
unassigned_transcript_214	MM_RS01040	23.72694	25.105016	30.101716	8.977947	0.371966	0.698153	0.117523	0.389282
unassigned_transcript_215	MM_RS01045	5.542016	5.885121	3.29148	0.961923	0.076084	0.268298	0.078672	0.115819
unassigned_transcript_216	MM_RS01050	1.448778	1.182659	1.32616	0.211623	0.041846	0.123763	0.067308	0.03185
unassigned_transcript_217	MM_RS01055	1.083124	0.949198	0.463154	0.166629	0.034344	0.095092	0.059775	0.091213
unassigned_transcript_218	MM_RS01060	5.787476	4.563005	3.676165	1.583893	3.967172	2.921431	1.031528	1.211785
unassigned_transcript_219	MM_RS01065	5.22258	1.891954	3.150999	0.793483	0.129684	0.175778	0.168053	0.408423
unassigned_transcript_220	MM_RS01070	0.427406	0.683247	0.305261	0.057715	0	0.109483	0.033654	0.119439
unassigned_transcript_221	MM_RS01075	0.450211	0.288539	0.328988	0.07488	0.010649	0.030214	0.041456	0.044343
unassigned_transcript_222	MM_RS17465	1.607649	1.054057	2.506883	0.384769	0.047552	0.21637	0.218534	0.253355
unassigned_transcript_223	MM_RS01080	0.250278	0.169709	0.197197	0.051567	0.022649	0.062814	0.040643	0.050074
unassigned_transcript_224	MM_RS01085	0.631297	0.638754	0.382571	0.067055	0.026045	0.047404	0.040696	0.073348
unassigned_transcript_225	MM_RS01090	0.535429	0.48367	0.636253	0.112827	0.025171	0.051538	0.098324	0.107764
unassigned_transcript_226	MM_RS01095	1.182985	1.11154	0.445952	0.233712	0.058895	0.171412	0.142452	0.161611
unassigned_transcript_227	MM_RS19385	0.68066	7.047756	2.921424	1.213631	0	0	0	0
unassigned_transcript_228	MM_RS01100	0.462416	0.618828	0.18043	0.109934	0.019927	0.172271	0	0.182002
unassigned_transcript_229	MM_RS01105	14.172411	10.222669	2.696697	0.717542	0.313846	1.134713	0.522355	0.561685
unassigned_transcript_230	MM_RS01110	8.244336	5.704086	3.807681	1.439986	0.163133	0.118764	0.14994	0.173832
unassigned_transcript_231	MM_RS01115	2.890894	2.22067	0.479073	0.274646	0.233761	0.27379	0.073608	0.07084
unassigned_transcript_232	MM_RS01120	0.190087	0.228742	0.375151	0.217147	0	0.016967	0.005712	0.080414
unassigned_transcript_233	MM_RS01125	79.568508	56.998886	96.983466	17.191226	1.206232	2.058188	3.557014	1.950958
